Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 522,GRADCTR B 520 522-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 523,GRADCTR B 520 523-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 524,GRADCTR B 520 524-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 520,GRADCTR B 520 525,GRADCTR B 520 525-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 541,GRADCTR B 540 541-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 542,GRADCTR B 540 542-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 543,GRADCTR B 540 543-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 544,GRADCTR B 540 544-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 540,GRADCTR B 540 545,GRADCTR B 540 545-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 641,GRADCTR B 640 641-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 642,GRADCTR B 640 642-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 643,GRADCTR B 640 643-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 644,GRADCTR B 640 644-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 640,GRADCTR B 640 645,GRADCTR B 640 645-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 110,GRADCTR C 110 112,GRADCTR C 110 112-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 110,GRADCTR C 110 113,GRADCTR C 110 113-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 110,GRADCTR C 110 114,GRADCTR C 110 114-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 110,GRADCTR C 110 115,GRADCTR C 110 115-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 130,GRADCTR C 130 131,GRADCTR C 130 131-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 130,GRADCTR C 130 133,GRADCTR C 130 133-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 130,GRADCTR C 130 134,GRADCTR C 130 134-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 1,GRADCTR C 130,GRADCTR C 130 135,GRADCTR C 130 135-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 211,GRADCTR C 210 211-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 212,GRADCTR C 210 212-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 213,GRADCTR C 210 213-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 214,GRADCTR C 210 214-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 215,GRADCTR C 210 215-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 210,GRADCTR C 210 216,GRADCTR C 210 216-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 232,GRADCTR C 230 232-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 233,GRADCTR C 230 233-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 234,GRADCTR C 230 234-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 2,GRADCTR C 230,GRADCTR C 230 235,GRADCTR C 230 235-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 311,GRADCTR C 310 311-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 312,GRADCTR C 310 312-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 313,GRADCTR C 310 313-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 314,GRADCTR C 310 314-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 315,GRADCTR C 310 315-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 310,GRADCTR C 310 316,GRADCTR C 310 316-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 331,GRADCTR C 330 331-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 332,GRADCTR C 330 332-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 333,GRADCTR C 330 333-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 334,GRADCTR C 330 334-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 330,GRADCTR C 330 335,GRADCTR C 330 335-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 340,GRADCTR C 340 341,GRADCTR C 340 341-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 340,GRADCTR C 340 342,GRADCTR C 340 342-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 340,GRADCTR C 340 343,GRADCTR C 340 343-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 340,GRADCTR C 340 344,GRADCTR C 340 344-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 3,GRADCTR C 340,GRADCTR C 340 345,GRADCTR C 340 345-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 431,GRADCTR C 430 431-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 432,GRADCTR C 430 432-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 433,GRADCTR C 430 433-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 434,GRADCTR C 430 434-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 430,GRADCTR C 430 435,GRADCTR C 430 435-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 440,GRADCTR C 440 441,GRADCTR C 440 441-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 440,GRADCTR C 440 442,GRADCTR C 440 442-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 440,GRADCTR C 440 443,GRADCTR C 440 443-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 440,GRADCTR C 440 444,GRADCTR C 440 444-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER C,GRADCTR C FL 4,GRADCTR C 440,GRADCTR C 440 445,GRADCTR C 440 445-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 220,GRADCTR D 220 221,GRADCTR D 220 221-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 220,GRADCTR D 220 222,GRADCTR D 220 222-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 220,GRADCTR D 220 223,GRADCTR D 220 223-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 220,GRADCTR D 220 224,GRADCTR D 220 224-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 220,GRADCTR D 220 225,GRADCTR D 220 225-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 331,GRADCTR D 330 331-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 332,GRADCTR D 330 332-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 333,GRADCTR D 330 333-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 334,GRADCTR D 330 334-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 335,GRADCTR D 330 335-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 341,GRADCTR D 340 341-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 342,GRADCTR D 340 342-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 343,GRADCTR D 340 343-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 344,GRADCTR D 340 344-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 345,GRADCTR D 340 345-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 346,GRADCTR D 340 346-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 420,GRADCTR D 420 421,GRADCTR D 420 421-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 420,GRADCTR D 420 422,GRADCTR D 420 422-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 420,GRADCTR D 420 423,GRADCTR D 420 423-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 420,GRADCTR D 420 425,GRADCTR D 420 425-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 510,GRADCTR D 510 511,GRADCTR D 510 511-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 510,GRADCTR D 510 512,GRADCTR D 510 512-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 510,GRADCTR D 510 513,GRADCTR D 510 513-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 510,GRADCTR D 510 514,GRADCTR D 510 514-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GRAD CENTER D,GRADCTR D FL 5,GRADCTR D 510,GRADCTR D 510 515,GRADCTR D 510 515-1,Single (Suite/Apartment),,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 202,GREG A 202 202A,GREG A 202 202A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 202,GREG A 202 202B,GREG A 202 202B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 202,GREG A 202 202C,GREG A 202 202C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GREGORIAN QUAD A,GREG A FL 2,GREG A 202,GREG A 202 202D,GREG A 202 202D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 205,GREG A 205 205A,GREG A 205 205A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 205,GREG A 205 205B,GREG A 205 205B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 205,GREG A 205 205C,GREG A 205 205C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 206,GREG A 206 206A,GREG A 206 206A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 206,GREG A 206 206B,GREG A 206 206B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 206,GREG A 206 206C,GREG A 206 206C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 206,GREG A 206 206D,GREG A 206 206D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 207,GREG A 207 207A,GREG A 207 207A-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 207,GREG A 207 207B,GREG A 207 207B-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 207,GREG A 207 207C,GREG A 207 207C-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 207,GREG A 207 207D,GREG A 207 207D-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 207,GREG A 207 207E,GREG A 207 207E-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 209,GREG A 209 209A,GREG A 209 209A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 209,GREG A 209 209B,GREG A 209 209B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 209,GREG A 209 209C,GREG A 209 209C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 209,GREG A 209 209D,GREG A 209 209D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 210,GREG A 210 210A,GREG A 210 210A-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 210,GREG A 210 210B,GREG A 210 210B-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 210,GREG A 210 210C,GREG A 210 210C-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 210,GREG A 210 210D,GREG A 210 210D-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 210,GREG A 210 210E,GREG A 210 210E-1,Single (Suite/Apartment),5,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 211,GREG A 211 211A,GREG A 211 211A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 211,GREG A 211 211B,GREG A 211 211B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 211,GREG A 211 211C,GREG A 211 211C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 211,GREG A 211 211D,GREG A 211 211D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 212,GREG A 212 212A,GREG A 212 212A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 212,GREG A 212 212B,GREG A 212 212B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 212,GREG A 212 212C,GREG A 212 212C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 2,GREG A 212,GREG A 212 212D,GREG A 212 212D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 301,GREG A 301 301A,GREG A 301 301A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 301,GREG A 301 301B,GREG A 301 301B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 301,GREG A 301 301C,GREG A 301 301C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 301,GREG A 301 301D,GREG A 301 301D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 302,GREG A 302 302A,GREG A 302 302A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 302,GREG A 302 302B,GREG A 302 302B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 302,GREG A 302 302C,GREG A 302 302C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 302,GREG A 302 302D,GREG A 302 302D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 311,GREG A 311 311A,GREG A 311 311A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 311,GREG A 311 311B,GREG A 311 311B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 311,GREG A 311 311C,GREG A 311 311C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 311,GREG A 311 311D,GREG A 311 311D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 313,GREG A 313 313B,GREG A 313 313B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 313,GREG A 313 313C,GREG A 313 313C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 3,GREG A 313,GREG A 313 313D,GREG A 313 313D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GREGORIAN QUAD A,GREG A FL 4,GREG A 401,GREG A 401 401A,GREG A 401 401A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 401,GREG A 401 401B,GREG A 401 401B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 401,GREG A 401 401C,GREG A 401 401C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 401,GREG A 401 401D,GREG A 401 401D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 405,GREG A 405 405A,GREG A 405 405A-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 405,GREG A 405 405B,GREG A 405 405B-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 405,GREG A 405 405C,GREG A 405 405C-1,Single (Suite/Apartment),3,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 406,GREG A 406 406A,GREG A 406 406A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 406,GREG A 406 406B,GREG A 406 406B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 406,GREG A 406 406C,GREG A 406 406C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 406,GREG A 406 406D,GREG A 406 406D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 407,GREG A 407 407A,GREG A 407 407A-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 407,GREG A 407 407B,GREG A 407 407B-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 407,GREG A 407 407C,GREG A 407 407C-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 407,GREG A 407 407D,GREG A 407 407D-1,Single (Suite/Apartment),4,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408C,GREG A 408C,GREG A 408C-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408E,GREG A 408E,GREG A 408E-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408F,GREG A 408F,GREG A 408F-1,Double,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 408F,GREG A 408F,GREG A 408F-2,Double,,CoEd,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409A,GREG A 409A,GREG A 409A-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409B,GREG A 409B,GREG A 409B-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 409C,GREG A 409C,GREG A 409C-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410B,GREG A 410B,GREG A 410B-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410C,GREG A 410C,GREG A 410C-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 410D,GREG A 410D,GREG A 410D-1,Single,,DynamicGender,24-25 Fall Senior Selection
GREGORIAN QUAD A,GREG A FL 4,GREG A 411,GREG A 411 411A,GREG A 411 411A-1,Single (Suite/Apartment),3,DynamicGender,24-25 Fall Senior Selection
